no , model , rate
50 , Evaluation Test False Positive Rate of total detection(RF): , 0.00453204047217538
50 , Evaluation Test False Positive Rate of total detection(DT): , 0.010750421585160203
50 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.011066610455311973
50 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
51 , Random Forest Model Accuracy Rate (n=100): , 0.9963698604371215
51 , Decision Tree Model Accuracy Rate (depth=4): , 0.9661061580709476
51 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7105480946469548
51 , Test Accuracy Rate of Test DATA(RF): , 0.9527880528035731
51 , Test Accuracy Rate of Test DATA(DT): , 0.9713930348258707
51 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5492144994266105
51 , Training/Validation Dataset Total Detection Rate(RF): , 0.9973674313651749
51 , Training/Validation Dataset Total Detection Rate(DT): , 0.9811959383226777
51 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9815720195562242
51 , Training/Validation Dataset SSH Precision(RF): , 0.7666666666666667
51 , Training/Validation Dataset SSH Precision(DT): , 0.3150684931506849
51 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3194444444444444
51 , Training/Validation Dataset SSH Recall(RF): , 1.0
51 , Training/Validation Dataset SSH Recall(DT): , 1.0
51 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
51 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.002655538694992413
51 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.01896813353566009
51 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.01858877086494689
51 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
51 , Evaluation Test Total Detection Rate(RF): , 0.9953747503416378
51 , Evaluation Test Total Detection Rate(DT): , 0.9887522337853464
51 , Evaluation Test Total Detection Rate(Hybrid): , 0.988647114474929
51 , Evaluation Test SSH Precision(RF): , 0.3492063492063492
51 , Evaluation Test SSH Precision(DT): , 0.1893939393939394
51 , Evaluation Test SSH Precision(Hybrid): , 0.18796992481203006
51 , Evaluation Test SSH Recall(RF): , 0.88
51 , Evaluation Test SSH Recall(DT): , 1.0
51 , Evaluation Test SSH Recall(Hybrid): , 1.0
51 , Evaluation Test False Positive Rate of total detection(RF): , 0.004321247892074199
51 , Evaluation Test False Positive Rate of total detection(DT): , 0.011277403035413153
51 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.011382799325463743
51 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
52 , Random Forest Model Accuracy Rate (n=100): , 0.9966708046495881
52 , Decision Tree Model Accuracy Rate (depth=4): , 0.9674227890004891
52 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.734172215325584
52 , Test Accuracy Rate of Test DATA(RF): , 0.9460841373720652
52 , Test Accuracy Rate of Test DATA(DT): , 0.9713434560300749
52 , Test Accuracy Rate of Test DATA(Hybrid): , 0.547927606335739
52 , Training/Validation Dataset Total Detection Rate(RF): , 0.9973624717407686
52 , Training/Validation Dataset Total Detection Rate(DT): , 0.9837980406932931
52 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9837980406932931
52 , Training/Validation Dataset SSH Precision(RF): , 0.75
52 , Training/Validation Dataset SSH Precision(DT): , 0.328125
52 , Training/Validation Dataset SSH Precision(Hybrid): , 0.328125
52 , Training/Validation Dataset SSH Recall(RF): , 1.0
52 , Training/Validation Dataset SSH Recall(DT): , 1.0
52 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
52 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.002658564375237372
52 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.01633118116217243
52 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.01633118116217243
52 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
52 , Evaluation Test Total Detection Rate(RF): , 0.9955849889624724
52 , Evaluation Test Total Detection Rate(DT): , 0.9890675917165983
52 , Evaluation Test Total Detection Rate(Hybrid): , 0.9889624724061811
52 , Evaluation Test SSH Precision(RF): , 0.36065573770491804
52 , Evaluation Test SSH Precision(DT): , 0.1937984496124031
52 , Evaluation Test SSH Precision(Hybrid): , 0.19230769230769232
52 , Evaluation Test SSH Recall(RF): , 0.88
52 , Evaluation Test SSH Recall(DT): , 1.0
52 , Evaluation Test SSH Recall(Hybrid): , 1.0
52 , Evaluation Test False Positive Rate of total detection(RF): , 0.0041104553119730184
52 , Evaluation Test False Positive Rate of total detection(DT): , 0.010961214165261383
52 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.011066610455311973
52 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
53 , Random Forest Model Accuracy Rate (n=100): , 0.9964450964902382
53 , Decision Tree Model Accuracy Rate (depth=4): , 0.9670466087349058
53 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7262912387616146
53 , Test Accuracy Rate of Test DATA(RF): , 0.9663812652508688
53 , Test Accuracy Rate of Test DATA(DT): , 0.9716732628021073
53 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5558084792674409
53 , Training/Validation Dataset Total Detection Rate(RF): , 0.9965714285714286
53 , Training/Validation Dataset Total Detection Rate(DT): , 0.9809523809523809
53 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9809523809523809
53 , Training/Validation Dataset SSH Precision(RF): , 0.7
53 , Training/Validation Dataset SSH Precision(DT): , 0.29577464788732394
53 , Training/Validation Dataset SSH Precision(Hybrid): , 0.29577464788732394
53 , Training/Validation Dataset SSH Recall(RF): , 1.0
53 , Training/Validation Dataset SSH Recall(DT): , 1.0
53 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
53 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0034562211981566822
53 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.019201228878648235
53 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.019201228878648235
53 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
53 , Evaluation Test Total Detection Rate(RF): , 0.9962157048249763
53 , Evaluation Test Total Detection Rate(DT): , 0.9887522337853464
53 , Evaluation Test Total Detection Rate(Hybrid): , 0.9887522337853464
53 , Evaluation Test SSH Precision(RF): , 0.4
53 , Evaluation Test SSH Precision(DT): , 0.1893939393939394
53 , Evaluation Test SSH Precision(Hybrid): , 0.1893939393939394
53 , Evaluation Test SSH Recall(RF): , 0.88
53 , Evaluation Test SSH Recall(DT): , 1.0
53 , Evaluation Test SSH Recall(Hybrid): , 1.0
53 , Evaluation Test False Positive Rate of total detection(RF): , 0.0034780775716694774
53 , Evaluation Test False Positive Rate of total detection(DT): , 0.011277403035413153
53 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.011277403035413153
53 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
54 , Random Forest Model Accuracy Rate (n=100): , 0.9963510514238423
54 , Decision Tree Model Accuracy Rate (depth=4): , 0.9669901816950682
54 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.6953127938908324
54 , Test Accuracy Rate of Test DATA(RF): , 0.9496624330686256
54 , Test Accuracy Rate of Test DATA(DT): , 0.9713714788276986
54 , Test Accuracy Rate of Test DATA(Hybrid): , 0.556187864835269
54 , Training/Validation Dataset Total Detection Rate(RF): , 0.9966088922381311
54 , Training/Validation Dataset Total Detection Rate(DT): , 0.984174830444612
54 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9845516201959307
54 , Training/Validation Dataset SSH Precision(RF): , 0.7096774193548387
54 , Training/Validation Dataset SSH Precision(DT): , 0.34375
54 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3492063492063492
54 , Training/Validation Dataset SSH Recall(RF): , 1.0
54 , Training/Validation Dataset SSH Recall(DT): , 1.0
54 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
54 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.003419452887537994
54 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.015957446808510637
54 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.015577507598784195
54 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
54 , Evaluation Test Total Detection Rate(RF): , 0.9959003468937244
54 , Evaluation Test Total Detection Rate(DT): , 0.9890675917165983
54 , Evaluation Test Total Detection Rate(Hybrid): , 0.9890675917165983
54 , Evaluation Test SSH Precision(RF): , 0.3793103448275862
54 , Evaluation Test SSH Precision(DT): , 0.1937984496124031
54 , Evaluation Test SSH Precision(Hybrid): , 0.1937984496124031
54 , Evaluation Test SSH Recall(RF): , 0.88
54 , Evaluation Test SSH Recall(DT): , 1.0
54 , Evaluation Test SSH Recall(Hybrid): , 1.0
54 , Evaluation Test False Positive Rate of total detection(RF): , 0.0037942664418212477
54 , Evaluation Test False Positive Rate of total detection(DT): , 0.010961214165261383
54 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010961214165261383
54 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
55 , Random Forest Model Accuracy Rate (n=100): , 0.9964262874769589
55 , Decision Tree Model Accuracy Rate (depth=4): , 0.9663694842568559
55 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7184666892374826
55 , Test Accuracy Rate of Test DATA(RF): , 0.9515184045112393
55 , Test Accuracy Rate of Test DATA(DT): , 0.9715978168085051
55 , Test Accuracy Rate of Test DATA(Hybrid): , 0.531292842546367
55 , Training/Validation Dataset Total Detection Rate(RF): , 0.9962602842183994
55 , Training/Validation Dataset Total Detection Rate(DT): , 0.9835452505609573
55 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9839192221391174
55 , Training/Validation Dataset SSH Precision(RF): , 0.6896551724137931
55 , Training/Validation Dataset SSH Precision(DT): , 0.3230769230769231
55 , Training/Validation Dataset SSH Precision(Hybrid): , 0.328125
55 , Training/Validation Dataset SSH Recall(RF): , 0.9523809523809523
55 , Training/Validation Dataset SSH Recall(DT): , 1.0
55 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
55 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.003392385978137957
55 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.016584998115341122
55 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.01620806633999246
55 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.04761904761904767
55 , Evaluation Test Total Detection Rate(RF): , 0.993797960685378
55 , Evaluation Test Total Detection Rate(DT): , 0.9891727110270156
55 , Evaluation Test Total Detection Rate(Hybrid): , 0.9885419951645117
55 , Evaluation Test SSH Precision(RF): , 0.28205128205128205
55 , Evaluation Test SSH Precision(DT): , 0.1953125
55 , Evaluation Test SSH Precision(Hybrid): , 0.1865671641791045
55 , Evaluation Test SSH Recall(RF): , 0.88
55 , Evaluation Test SSH Recall(DT): , 1.0
55 , Evaluation Test SSH Recall(Hybrid): , 1.0
55 , Evaluation Test False Positive Rate of total detection(RF): , 0.005902192242833052
55 , Evaluation Test False Positive Rate of total detection(DT): , 0.010855817875210793
55 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.011488195615514334
55 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
56 , Random Forest Model Accuracy Rate (n=100): , 0.9961817703043299
56 , Decision Tree Model Accuracy Rate (depth=4): , 0.9670466087349058
56 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7018019034721439
56 , Test Accuracy Rate of Test DATA(RF): , 0.9468299749088182
56 , Test Accuracy Rate of Test DATA(DT): , 0.9714318356225803
56 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5570134595652586
56 , Training/Validation Dataset Total Detection Rate(RF): , 0.9955005624296963
56 , Training/Validation Dataset Total Detection Rate(DT): , 0.9838770153730784
56 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.983127109111361
56 , Training/Validation Dataset SSH Precision(RF): , 0.6666666666666666
56 , Training/Validation Dataset SSH Precision(DT): , 0.34375
56 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3333333333333333
56 , Training/Validation Dataset SSH Recall(RF): , 0.9565217391304348
56 , Training/Validation Dataset SSH Recall(DT): , 0.9565217391304348
56 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9565217391304348
56 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.00416036308623298
56 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.01588502269288956
56 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.01664145234493192
56 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
56 , Evaluation Test Total Detection Rate(RF): , 0.9957952275833071
56 , Evaluation Test Total Detection Rate(DT): , 0.9893829496478503
56 , Evaluation Test Total Detection Rate(Hybrid): , 0.9893829496478503
56 , Evaluation Test SSH Precision(RF): , 0.3728813559322034
56 , Evaluation Test SSH Precision(DT): , 0.1984126984126984
56 , Evaluation Test SSH Precision(Hybrid): , 0.1984126984126984
56 , Evaluation Test SSH Recall(RF): , 0.88
56 , Evaluation Test SSH Recall(DT): , 1.0
56 , Evaluation Test SSH Recall(Hybrid): , 1.0
56 , Evaluation Test False Positive Rate of total detection(RF): , 0.0038996627318718382
56 , Evaluation Test False Positive Rate of total detection(DT): , 0.010645025295109613
56 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010645025295109613
56 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
57 , Random Forest Model Accuracy Rate (n=100): , 0.996313433397284
57 , Decision Tree Model Accuracy Rate (depth=4): , 0.9677237332129557
57 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7415641575442953
57 , Test Accuracy Rate of Test DATA(RF): , 0.9438099795649137
57 , Test Accuracy Rate of Test DATA(DT): , 0.9715266820145374
57 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5360524069427559
57 , Training/Validation Dataset Total Detection Rate(RF): , 0.9977151561309977
57 , Training/Validation Dataset Total Detection Rate(DT): , 0.9817212490479817
57 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9828636709824828
57 , Training/Validation Dataset SSH Precision(RF): , 0.8076923076923077
57 , Training/Validation Dataset SSH Precision(DT): , 0.3088235294117647
57 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3230769230769231
57 , Training/Validation Dataset SSH Recall(RF): , 0.9545454545454546
57 , Training/Validation Dataset SSH Recall(DT): , 0.9545454545454546
57 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9545454545454546
57 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0019201228878648233
57 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.01804915514592934
57 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.016897081413210446
57 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
57 , Evaluation Test Total Detection Rate(RF): , 0.9941133186166299
57 , Evaluation Test Total Detection Rate(DT): , 0.9890675917165983
57 , Evaluation Test Total Detection Rate(Hybrid): , 0.9887522337853464
57 , Evaluation Test SSH Precision(RF): , 0.29333333333333333
57 , Evaluation Test SSH Precision(DT): , 0.1937984496124031
57 , Evaluation Test SSH Precision(Hybrid): , 0.1893939393939394
57 , Evaluation Test SSH Recall(RF): , 0.88
57 , Evaluation Test SSH Recall(DT): , 1.0
57 , Evaluation Test SSH Recall(Hybrid): , 1.0
57 , Evaluation Test False Positive Rate of total detection(RF): , 0.005586003372681282
57 , Evaluation Test False Positive Rate of total detection(DT): , 0.010961214165261383
57 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.011277403035413153
57 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
58 , Random Forest Model Accuracy Rate (n=100): , 0.9963322424105632
58 , Decision Tree Model Accuracy Rate (depth=4): , 0.9664635293232517
58 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7553323552646428
58 , Test Accuracy Rate of Test DATA(RF): , 0.9529001439940677
58 , Test Accuracy Rate of Test DATA(DT): , 0.9715309932141718
58 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5568043663829897
58 , Training/Validation Dataset Total Detection Rate(RF): , 0.9951564828614009
58 , Training/Validation Dataset Total Detection Rate(DT): , 0.9817436661698957
58 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9809985096870343
58 , Training/Validation Dataset SSH Precision(RF): , 0.65625
58 , Training/Validation Dataset SSH Precision(DT): , 0.3142857142857143
58 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3055555555555556
58 , Training/Validation Dataset SSH Recall(RF): , 0.9130434782608695
58 , Training/Validation Dataset SSH Recall(DT): , 0.9565217391304348
58 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9565217391304348
58 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.004133784291619692
58 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.018038331454340473
58 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.018789928598271326
58 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0434782608695653
58 , Evaluation Test Total Detection Rate(RF): , 0.996110585514559
58 , Evaluation Test Total Detection Rate(DT): , 0.9893829496478503
58 , Evaluation Test Total Detection Rate(Hybrid): , 0.9893829496478503
58 , Evaluation Test SSH Precision(RF): , 0.39655172413793105
58 , Evaluation Test SSH Precision(DT): , 0.1984126984126984
58 , Evaluation Test SSH Precision(Hybrid): , 0.1984126984126984
58 , Evaluation Test SSH Recall(RF): , 0.92
58 , Evaluation Test SSH Recall(DT): , 1.0
58 , Evaluation Test SSH Recall(Hybrid): , 1.0
58 , Evaluation Test False Positive Rate of total detection(RF): , 0.0036888701517706576
58 , Evaluation Test False Positive Rate of total detection(DT): , 0.010645025295109613
58 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010645025295109613
58 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.07999999999999996
59 , Random Forest Model Accuracy Rate (n=100): , 0.9962758153707256
59 , Decision Tree Model Accuracy Rate (depth=4): , 0.9674604070270474
59 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.9115035925215363
59 , Test Accuracy Rate of Test DATA(RF): , 0.9514602033161748
59 , Test Accuracy Rate of Test DATA(DT): , 0.9701298533329884
59 , Test Accuracy Rate of Test DATA(Hybrid): , 0.6019965165506954
59 , Training/Validation Dataset Total Detection Rate(RF): , 0.9966355140186915
59 , Training/Validation Dataset Total Detection Rate(DT): , 0.9936448598130841
59 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9917757009345795
59 , Training/Validation Dataset SSH Precision(RF): , 0.7
59 , Training/Validation Dataset SSH Precision(DT): , 0.5588235294117647
59 , Training/Validation Dataset SSH Precision(Hybrid): , 0.4883720930232558
59 , Training/Validation Dataset SSH Recall(RF): , 1.0
59 , Training/Validation Dataset SSH Recall(DT): , 0.9047619047619048
59 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
59 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.003391107761868877
59 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.005651846269781462
59 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.008289374529012811
59 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
59 , Evaluation Test Total Detection Rate(RF): , 0.9949542730999684
59 , Evaluation Test Total Detection Rate(DT): , 0.9944286765478818
59 , Evaluation Test Total Detection Rate(Hybrid): , 0.9914853358561968
59 , Evaluation Test SSH Precision(RF): , 0.3283582089552239
59 , Evaluation Test SSH Precision(DT): , 0.3
59 , Evaluation Test SSH Precision(Hybrid): , 0.2358490566037736
59 , Evaluation Test SSH Recall(RF): , 0.88
59 , Evaluation Test SSH Recall(DT): , 0.84
59 , Evaluation Test SSH Recall(Hybrid): , 1.0
59 , Evaluation Test False Positive Rate of total detection(RF): , 0.00474283305227656
59 , Evaluation Test False Positive Rate of total detection(DT): , 0.00516441821247892
59 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.008537099494097807
59 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
60 , Random Forest Model Accuracy Rate (n=100): , 0.9965579505699131
60 , Decision Tree Model Accuracy Rate (depth=4): , 0.9668585186021141
60 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7477335138998609
60 , Test Accuracy Rate of Test DATA(RF): , 0.9625723203738672
60 , Test Accuracy Rate of Test DATA(DT): , 0.971533148813989
60 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5493869474119869
60 , Training/Validation Dataset Total Detection Rate(RF): , 0.9977134146341463
60 , Training/Validation Dataset Total Detection Rate(DT): , 0.984375
60 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.984375
60 , Training/Validation Dataset SSH Precision(RF): , 0.84
60 , Training/Validation Dataset SSH Precision(DT): , 0.35
60 , Training/Validation Dataset SSH Precision(Hybrid): , 0.35
60 , Training/Validation Dataset SSH Recall(RF): , 0.9130434782608695
60 , Training/Validation Dataset SSH Recall(DT): , 0.9130434782608695
60 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9130434782608695
60 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0015378700499807767
60 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.014994232987312572
60 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.014994232987312572
60 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
60 , Evaluation Test Total Detection Rate(RF): , 0.9956901082728897
60 , Evaluation Test Total Detection Rate(DT): , 0.9890675917165983
60 , Evaluation Test Total Detection Rate(Hybrid): , 0.9889624724061811
60 , Evaluation Test SSH Precision(RF): , 0.36666666666666664
60 , Evaluation Test SSH Precision(DT): , 0.1937984496124031
60 , Evaluation Test SSH Precision(Hybrid): , 0.19230769230769232
60 , Evaluation Test SSH Recall(RF): , 0.88
60 , Evaluation Test SSH Recall(DT): , 1.0
60 , Evaluation Test SSH Recall(Hybrid): , 1.0
60 , Evaluation Test False Positive Rate of total detection(RF): , 0.004005059021922428
60 , Evaluation Test False Positive Rate of total detection(DT): , 0.010961214165261383
60 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.011066610455311973
60 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
61 , Random Forest Model Accuracy Rate (n=100): , 0.9964450964902382
61 , Decision Tree Model Accuracy Rate (depth=4): , 0.9675920701200015
61 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7838280103825753
61 , Test Accuracy Rate of Test DATA(RF): , 0.9510355501521853
61 , Test Accuracy Rate of Test DATA(DT): , 0.9721949179578709
61 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5503505005302776
61 , Training/Validation Dataset Total Detection Rate(RF): , 0.9977186311787072
61 , Training/Validation Dataset Total Detection Rate(DT): , 0.9847908745247148
61 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9855513307984791
61 , Training/Validation Dataset SSH Precision(RF): , 0.7857142857142857
61 , Training/Validation Dataset SSH Precision(DT): , 0.3548387096774194
61 , Training/Validation Dataset SSH Precision(Hybrid): , 0.36666666666666664
61 , Training/Validation Dataset SSH Recall(RF): , 1.0
61 , Training/Validation Dataset SSH Recall(DT): , 1.0
61 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
61 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0023006134969325155
61 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.015337423312883436
61 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.014570552147239263
61 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
61 , Evaluation Test Total Detection Rate(RF): , 0.9959003468937244
61 , Evaluation Test Total Detection Rate(DT): , 0.9891727110270156
61 , Evaluation Test Total Detection Rate(Hybrid): , 0.9890675917165983
61 , Evaluation Test SSH Precision(RF): , 0.3793103448275862
61 , Evaluation Test SSH Precision(DT): , 0.1953125
61 , Evaluation Test SSH Precision(Hybrid): , 0.1937984496124031
61 , Evaluation Test SSH Recall(RF): , 0.88
61 , Evaluation Test SSH Recall(DT): , 1.0
61 , Evaluation Test SSH Recall(Hybrid): , 1.0
61 , Evaluation Test False Positive Rate of total detection(RF): , 0.0037942664418212477
61 , Evaluation Test False Positive Rate of total detection(DT): , 0.010855817875210793
61 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010961214165261383
61 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
62 , Random Forest Model Accuracy Rate (n=100): , 0.996087725237934
62 , Decision Tree Model Accuracy Rate (depth=4): , 0.9678930143324681
62 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7703795658879735
62 , Test Accuracy Rate of Test DATA(RF): , 0.9582503427403709
62 , Test Accuracy Rate of Test DATA(DT): , 0.9722229407554946
62 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5437780766876191
62 , Training/Validation Dataset Total Detection Rate(RF): , 0.9958955223880597
62 , Training/Validation Dataset Total Detection Rate(DT): , 0.982089552238806
62 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9817164179104477
62 , Training/Validation Dataset SSH Precision(RF): , 0.65625
62 , Training/Validation Dataset SSH Precision(DT): , 0.30434782608695654
62 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3
62 , Training/Validation Dataset SSH Recall(RF): , 1.0
62 , Training/Validation Dataset SSH Recall(DT): , 1.0
62 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
62 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.004136893569010906
62 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.01805189921022941
62 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.018427980443775856
62 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
62 , Evaluation Test Total Detection Rate(RF): , 0.995479869652055
62 , Evaluation Test Total Detection Rate(DT): , 0.9893829496478503
62 , Evaluation Test Total Detection Rate(Hybrid): , 0.9889624724061811
62 , Evaluation Test SSH Precision(RF): , 0.3548387096774194
62 , Evaluation Test SSH Precision(DT): , 0.1984126984126984
62 , Evaluation Test SSH Precision(Hybrid): , 0.19230769230769232
62 , Evaluation Test SSH Recall(RF): , 0.88
62 , Evaluation Test SSH Recall(DT): , 1.0
62 , Evaluation Test SSH Recall(Hybrid): , 1.0
62 , Evaluation Test False Positive Rate of total detection(RF): , 0.0042158516020236085
62 , Evaluation Test False Positive Rate of total detection(DT): , 0.010645025295109613
62 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.011066610455311973
62 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
63 , Random Forest Model Accuracy Rate (n=100): , 0.9963510514238423
63 , Decision Tree Model Accuracy Rate (depth=4): , 0.9665199563630892
63 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7164541248166121
63 , Test Accuracy Rate of Test DATA(RF): , 0.9521370616587772
63 , Test Accuracy Rate of Test DATA(DT): , 0.9714878812178277
63 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5436746078963932
63 , Training/Validation Dataset Total Detection Rate(RF): , 0.9973604826546003
63 , Training/Validation Dataset Total Detection Rate(DT): , 0.9826546003016591
63 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9830316742081447
63 , Training/Validation Dataset SSH Precision(RF): , 0.7586206896551724
63 , Training/Validation Dataset SSH Precision(DT): , 0.3235294117647059
