no , model , rate
13 , Training/Validation Dataset SSH Recall(DT): , 0.85
13 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
13 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.003795066413662239
13 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.007210626185958254
13 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.010246679316888045
13 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
13 , Evaluation Test Total Detection Rate(RF): , 0.9951645117208031
13 , Evaluation Test Total Detection Rate(DT): , 0.9944286765478818
13 , Evaluation Test Total Detection Rate(Hybrid): , 0.9913802165457795
13 , Evaluation Test SSH Precision(RF): , 0.3384615384615385
13 , Evaluation Test SSH Precision(DT): , 0.3
13 , Evaluation Test SSH Precision(Hybrid): , 0.2336448598130841
13 , Evaluation Test SSH Recall(RF): , 0.88
13 , Evaluation Test SSH Recall(DT): , 0.84
13 , Evaluation Test SSH Recall(Hybrid): , 1.0
13 , Evaluation Test False Positive Rate of total detection(RF): , 0.00453204047217538
13 , Evaluation Test False Positive Rate of total detection(DT): , 0.00516441821247892
13 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.008642495784148397
13 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
14 , Random Forest Model Accuracy Rate (n=100): , 0.9960312981980965
14 , Decision Tree Model Accuracy Rate (depth=4): , 0.9673475529473724
14 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7511191362901102
14 , Test Accuracy Rate of Test DATA(RF): , 0.9525401588245945
14 , Test Accuracy Rate of Test DATA(DT): , 0.9714555472205696
14 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5497814221785354
14 , Training/Validation Dataset Total Detection Rate(RF): , 0.9954614220877458
14 , Training/Validation Dataset Total Detection Rate(DT): , 0.981089258698941
14 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9814674735249622
14 , Training/Validation Dataset SSH Precision(RF): , 0.6666666666666666
14 , Training/Validation Dataset SSH Precision(DT): , 0.30985915492957744
14 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3142857142857143
14 , Training/Validation Dataset SSH Recall(RF): , 0.9565217391304348
14 , Training/Validation Dataset SSH Recall(DT): , 0.9565217391304348
14 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9565217391304348
14 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.004196871423120946
14 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.018695154521175122
14 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.018313620755436855
14 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
14 , Evaluation Test Total Detection Rate(RF): , 0.9953747503416378
14 , Evaluation Test Total Detection Rate(DT): , 0.9893829496478503
14 , Evaluation Test Total Detection Rate(Hybrid): , 0.989277830337433
14 , Evaluation Test SSH Precision(RF): , 0.3492063492063492
14 , Evaluation Test SSH Precision(DT): , 0.1984126984126984
14 , Evaluation Test SSH Precision(Hybrid): , 0.1968503937007874
14 , Evaluation Test SSH Recall(RF): , 0.88
14 , Evaluation Test SSH Recall(DT): , 1.0
14 , Evaluation Test SSH Recall(Hybrid): , 1.0
14 , Evaluation Test False Positive Rate of total detection(RF): , 0.004321247892074199
14 , Evaluation Test False Positive Rate of total detection(DT): , 0.010645025295109613
14 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010750421585160203
14 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
15 , Random Forest Model Accuracy Rate (n=100): , 0.9960501072113757
15 , Decision Tree Model Accuracy Rate (depth=4): , 0.9668961366286725
15 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7818530639882632
15 , Test Accuracy Rate of Test DATA(RF): , 0.9473516300645818
15 , Test Accuracy Rate of Test DATA(DT): , 0.9714771032187417
15 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5565931176009036
15 , Training/Validation Dataset Total Detection Rate(RF): , 0.9969360398314822
15 , Training/Validation Dataset Total Detection Rate(DT): , 0.9827652240520873
15 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9831482190731521
15 , Training/Validation Dataset SSH Precision(RF): , 0.7777777777777778
15 , Training/Validation Dataset SSH Precision(DT): , 0.328125
15 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3333333333333333
15 , Training/Validation Dataset SSH Recall(RF): , 0.9130434782608695
15 , Training/Validation Dataset SSH Recall(DT): , 0.9130434782608695
15 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9130434782608695
15 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.00231839258114374
15 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.01661514683153014
15 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.01622874806800618
15 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
15 , Evaluation Test Total Detection Rate(RF): , 0.9953747503416378
15 , Evaluation Test Total Detection Rate(DT): , 0.9894880689582677
15 , Evaluation Test Total Detection Rate(Hybrid): , 0.9894880689582677
15 , Evaluation Test SSH Precision(RF): , 0.3492063492063492
15 , Evaluation Test SSH Precision(DT): , 0.2
15 , Evaluation Test SSH Precision(Hybrid): , 0.2
15 , Evaluation Test SSH Recall(RF): , 0.88
15 , Evaluation Test SSH Recall(DT): , 1.0
15 , Evaluation Test SSH Recall(Hybrid): , 1.0
15 , Evaluation Test False Positive Rate of total detection(RF): , 0.004321247892074199
15 , Evaluation Test False Positive Rate of total detection(DT): , 0.010539629005059023
15 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010539629005059023
15 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
16 , Random Forest Model Accuracy Rate (n=100): , 0.9961065342512132
16 , Decision Tree Model Accuracy Rate (depth=4): , 0.9664823383365309
16 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.6665726216002709
16 , Test Accuracy Rate of Test DATA(RF): , 0.9426049992670961
16 , Test Accuracy Rate of Test DATA(DT): , 0.9714210576234943
16 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5556963880769463
16 , Training/Validation Dataset Total Detection Rate(RF): , 0.9974025974025974
16 , Training/Validation Dataset Total Detection Rate(DT): , 0.9836734693877551
16 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9833024118738405
16 , Training/Validation Dataset SSH Precision(RF): , 0.8076923076923077
16 , Training/Validation Dataset SSH Precision(DT): , 0.3333333333333333
16 , Training/Validation Dataset SSH Precision(Hybrid): , 0.328125
16 , Training/Validation Dataset SSH Recall(RF): , 0.9130434782608695
16 , Training/Validation Dataset SSH Recall(DT): , 0.9130434782608695
16 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9130434782608695
16 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.0018712574850299401
16 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.015718562874251496
16 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.016092814371257484
16 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
16 , Evaluation Test Total Detection Rate(RF): , 0.9963208241353937
16 , Evaluation Test Total Detection Rate(DT): , 0.9893829496478503
16 , Evaluation Test Total Detection Rate(Hybrid): , 0.9893829496478503
16 , Evaluation Test SSH Precision(RF): , 0.4074074074074074
16 , Evaluation Test SSH Precision(DT): , 0.1984126984126984
16 , Evaluation Test SSH Precision(Hybrid): , 0.1984126984126984
16 , Evaluation Test SSH Recall(RF): , 0.88
16 , Evaluation Test SSH Recall(DT): , 1.0
16 , Evaluation Test SSH Recall(Hybrid): , 1.0
16 , Evaluation Test False Positive Rate of total detection(RF): , 0.003372681281618887
16 , Evaluation Test False Positive Rate of total detection(DT): , 0.010645025295109613
16 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010645025295109613
16 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
17 , Random Forest Model Accuracy Rate (n=100): , 0.9961629612910506
17 , Decision Tree Model Accuracy Rate (depth=4): , 0.9673099349208141
17 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.721852311627732
17 , Test Accuracy Rate of Test DATA(RF): , 0.9604598325530062
17 , Test Accuracy Rate of Test DATA(DT): , 0.9708735352699243
17 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5197517611250506
17 , Training/Validation Dataset Total Detection Rate(RF): , 0.9965934897804694
17 , Training/Validation Dataset Total Detection Rate(DT): , 0.9822104466313399
17 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9818319454958365
17 , Training/Validation Dataset SSH Precision(RF): , 0.7096774193548387
17 , Training/Validation Dataset SSH Precision(DT): , 0.3188405797101449
17 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3142857142857143
17 , Training/Validation Dataset SSH Recall(RF): , 1.0
17 , Training/Validation Dataset SSH Recall(DT): , 1.0
17 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
17 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.003435114503816794
17 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.017938931297709924
17 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.0183206106870229
17 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
17 , Evaluation Test Total Detection Rate(RF): , 0.9935877220645433
17 , Evaluation Test Total Detection Rate(DT): , 0.9890675917165983
17 , Evaluation Test Total Detection Rate(Hybrid): , 0.9881215179228424
17 , Evaluation Test SSH Precision(RF): , 0.275
17 , Evaluation Test SSH Precision(DT): , 0.1937984496124031
17 , Evaluation Test SSH Precision(Hybrid): , 0.18115942028985507
17 , Evaluation Test SSH Recall(RF): , 0.88
17 , Evaluation Test SSH Recall(DT): , 1.0
17 , Evaluation Test SSH Recall(Hybrid): , 1.0
17 , Evaluation Test False Positive Rate of total detection(RF): , 0.006112984822934233
17 , Evaluation Test False Positive Rate of total detection(DT): , 0.010961214165261383
17 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.011909780775716694
17 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
18 , Random Forest Model Accuracy Rate (n=100): , 0.996200579317609
18 , Decision Tree Model Accuracy Rate (depth=4): , 0.9676108791332807
18 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7836211112365046
18 , Test Accuracy Rate of Test DATA(RF): , 0.9492916699000664
18 , Test Accuracy Rate of Test DATA(DT): , 0.9715999724083223
18 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5435388051079093
18 , Training/Validation Dataset Total Detection Rate(RF): , 0.9958047292143402
18 , Training/Validation Dataset Total Detection Rate(DT): , 0.9794050343249427
18 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.9794050343249427
18 , Training/Validation Dataset SSH Precision(RF): , 0.7241379310344828
18 , Training/Validation Dataset SSH Precision(DT): , 0.2972972972972973
18 , Training/Validation Dataset SSH Precision(Hybrid): , 0.2972972972972973
18 , Training/Validation Dataset SSH Recall(RF): , 0.875
18 , Training/Validation Dataset SSH Recall(DT): , 0.9166666666666666
18 , Training/Validation Dataset SSH Recall(Hybrid): , 0.9166666666666666
18 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.003079291762894534
18 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.020015396458814474
18 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.020015396458814474
18 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.04166666666666663
18 , Evaluation Test Total Detection Rate(RF): , 0.9957952275833071
18 , Evaluation Test Total Detection Rate(DT): , 0.9893829496478503
18 , Evaluation Test Total Detection Rate(Hybrid): , 0.9891727110270156
18 , Evaluation Test SSH Precision(RF): , 0.3728813559322034
18 , Evaluation Test SSH Precision(DT): , 0.1984126984126984
18 , Evaluation Test SSH Precision(Hybrid): , 0.1953125
18 , Evaluation Test SSH Recall(RF): , 0.88
18 , Evaluation Test SSH Recall(DT): , 1.0
18 , Evaluation Test SSH Recall(Hybrid): , 1.0
18 , Evaluation Test False Positive Rate of total detection(RF): , 0.0038996627318718382
18 , Evaluation Test False Positive Rate of total detection(DT): , 0.010645025295109613
18 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010855817875210793
18 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
19 , Random Forest Model Accuracy Rate (n=100): , 0.9962193883308882
19 , Decision Tree Model Accuracy Rate (depth=4): , 0.9670654177481849
19 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7471504344882067
19 , Test Accuracy Rate of Test DATA(RF): , 0.9425791320692896
19 , Test Accuracy Rate of Test DATA(DT): , 0.9714749476189244
19 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5533942074721712
19 , Training/Validation Dataset Total Detection Rate(RF): , 0.9977246871444824
19 , Training/Validation Dataset Total Detection Rate(DT): , 0.9821767159651119
19 , Training/Validation Dataset Total Detection Rate(Hybrid): , 0.981039059537353
19 , Training/Validation Dataset SSH Precision(RF): , 0.7857142857142857
19 , Training/Validation Dataset SSH Precision(DT): , 0.3188405797101449
19 , Training/Validation Dataset SSH Precision(Hybrid): , 0.3055555555555556
19 , Training/Validation Dataset SSH Recall(RF): , 1.0
19 , Training/Validation Dataset SSH Recall(DT): , 1.0
19 , Training/Validation Dataset SSH Recall(Hybrid): , 1.0
19 , Training/Validation Dataset False Positive Rate of total detection(RF): , 0.002294455066921606
19 , Training/Validation Dataset False Positive Rate of total detection(DT): , 0.01797323135755258
19 , Training/Validation Dataset False Positive Rate of total detection(Hybrid): , 0.019120458891013385
19 , Training/Validation Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
19 , Evaluation Test Total Detection Rate(RF): , 0.9962157048249763
19 , Evaluation Test Total Detection Rate(DT): , 0.9890675917165983
19 , Evaluation Test Total Detection Rate(Hybrid): , 0.9890675917165983
19 , Evaluation Test SSH Precision(RF): , 0.4
19 , Evaluation Test SSH Precision(DT): , 0.1937984496124031
19 , Evaluation Test SSH Precision(Hybrid): , 0.1937984496124031
19 , Evaluation Test SSH Recall(RF): , 0.88
19 , Evaluation Test SSH Recall(DT): , 1.0
19 , Evaluation Test SSH Recall(Hybrid): , 1.0
19 , Evaluation Test False Positive Rate of total detection(RF): , 0.0034780775716694774
19 , Evaluation Test False Positive Rate of total detection(DT): , 0.010961214165261383
19 , Evaluation Test False Positive Rate of total detection(Hybrid): , 0.010961214165261383
19 , Evaluation Test True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.12
20 , Random Forest Model Accuracy Rate (n=100): , 0.9959560621449799
20 , Decision Tree Model Accuracy Rate (depth=4): , 0.9663882932701351
20 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.7048489636233684
20 , Test Accuracy Rate of Test DATA(RF): , 0.947532700449227
20 , Test Accuracy Rate of Test DATA(DT): , 0.9721884511584193
20 , Test Accuracy Rate of Test DATA(Hybrid): , 0.5570759719599576
20 , Training/Validation Dataset Total Detection Rate(RF): , 0.9959304476507584
